xflr5 v6.62

Plane name :, AR6.00_TR0.30_TW0.00
Polar name :, T1-25.0 m/s-LLT
Freestream speed :, 25.0 m/s

alpha, Beta, CL, CDi, CDv, CD, CY, Cl, Cm, Cn, Cni, QInf, XCP
   -6.000,     0.000,  -0.320174,   0.005461,   0.006713,   0.012174,   0.000000,   0.000000,   0.032377,   0.000000,   0.000000,   25.0000,    0.1520
   -5.500,     0.000,  -0.277530,   0.004170,   0.006547,   0.010717,   0.000000,   0.000000,   0.021070,  -0.000000,  -0.000000,   25.0000,    0.1009
   -5.000,     0.000,  -0.236065,   0.003020,   0.006413,   0.009433,   0.000000,   0.000000,   0.010063,   0.000000,  -0.000000,   25.0000,    0.0332
   -4.500,     0.000,  -0.194555,   0.002056,   0.006272,   0.008328,   0.000000,   0.000000,  -0.000961,   0.000000,  -0.000000,   25.0000,   -0.0636
   -4.000,     0.000,  -0.152967,   0.001276,   0.006156,   0.007431,   0.000000,   0.000000,  -0.012023,   0.000000,  -0.000000,   25.0000,   -0.2143
   -3.500,     0.000,  -0.111409,   0.000681,   0.006047,   0.006728,   0.000000,  -0.000000,  -0.023076,   0.000000,  -0.000000,   25.0000,   -0.4770
   -3.000,     0.000,  -0.069840,   0.000271,   0.005945,   0.006217,   0.000000,   0.000000,  -0.034142,   0.000000,  -0.000000,   25.0000,   -1.0572
   -2.500,     0.000,  -0.028281,   0.000047,   0.005850,   0.005897,   0.000000,  -0.000000,  -0.045211,   0.000000,  -0.000000,   25.0000,   -3.4139
   -2.000,     0.000,   0.013396,   0.000008,   0.005769,   0.005776,   0.000000,  -0.000000,  -0.056336,   0.000000,  -0.000000,   25.0000,   11.2787
   -1.500,     0.000,   0.054971,   0.000154,   0.005691,   0.005846,   0.000000,  -0.000000,  -0.067440,   0.000000,  -0.000000,   25.0000,    2.4683
   -1.000,     0.000,   0.096612,   0.000487,   0.005629,   0.006116,   0.000000,  -0.000000,  -0.078568,   0.000000,  -0.000000,   25.0000,    1.6103
   -0.500,     0.000,   0.138201,   0.001005,   0.005570,   0.006574,   0.000000,  -0.000000,  -0.089678,   0.000000,  -0.000000,   25.0000,    1.2732
    0.000,     0.000,   0.179768,   0.001707,   0.005506,   0.007213,   0.000000,  -0.000000,  -0.100793,  -0.000000,  -0.000000,   25.0000,    1.0929
    0.500,     0.000,   0.221287,   0.002594,   0.005437,   0.008031,   0.000000,  -0.000000,  -0.111907,  -0.000000,  -0.000000,   25.0000,    0.9800
    1.000,     0.000,   0.262735,   0.003664,   0.005352,   0.009016,   0.000000,  -0.000000,  -0.122994,  -0.000000,  -0.000000,   25.0000,    0.9031
    1.500,     0.000,   0.304165,   0.004918,   0.005269,   0.010187,   0.000000,  -0.000000,  -0.134062,   0.000000,   0.000000,   25.0000,    0.8470
    2.000,     0.000,   0.345514,   0.006349,   0.005191,   0.011540,   0.000000,  -0.000000,  -0.145076,   0.000000,  -0.000000,   25.0000,    0.8042
    2.500,     0.000,   0.386741,   0.007965,   0.005131,   0.013096,   0.000000,  -0.000000,  -0.156045,  -0.000000,  -0.000000,   25.0000,    0.7704
    3.000,     0.000,   0.427855,   0.009756,   0.005089,   0.014845,   0.000000,  -0.000000,  -0.166942,   0.000000,   0.000000,   25.0000,    0.7430
    3.500,     0.000,   0.468778,   0.011720,   0.005073,   0.016793,   0.000000,  -0.000000,  -0.177730,  -0.000000,  -0.000000,   25.0000,    0.7201
    4.000,     0.000,   0.509444,   0.013850,   0.005099,   0.018949,   0.000000,  -0.000000,  -0.188371,  -0.000000,  -0.000000,   25.0000,    0.7006
    4.500,     0.000,   0.550123,   0.016158,   0.005177,   0.021335,   0.000000,  -0.000000,  -0.198934,  -0.000000,  -0.000000,   25.0000,    0.6837
    5.000,     0.000,   0.590989,   0.018651,   0.005306,   0.023957,   0.000000,  -0.000000,  -0.209465,  -0.000000,  -0.000000,   25.0000,    0.6687
    5.500,     0.000,   0.632621,   0.021362,   0.005491,   0.026853,   0.000000,  -0.000000,  -0.220242,   0.000000,   0.000000,   25.0000,    0.6557
    6.000,     0.000,   0.674780,   0.024300,   0.005733,   0.030033,   0.000000,  -0.000000,  -0.231271,  -0.000000,  -0.000000,   25.0000,    0.6446
    6.500,     0.000,   0.717825,   0.027496,   0.006025,   0.033521,   0.000000,  -0.000000,  -0.242736,  -0.000000,  -0.000000,   25.0000,    0.6351
    7.000,     0.000,   0.760010,   0.030824,   0.006366,   0.037189,   0.000000,  -0.000000,  -0.254107,  -0.000000,  -0.000000,   25.0000,    0.6269
    7.500,     0.000,   0.801404,   0.034280,   0.006757,   0.041037,   0.000000,  -0.000000,  -0.265433,  -0.000000,  -0.000000,   25.0000,    0.6197
    8.000,     0.000,   0.841483,   0.037818,   0.007153,   0.044971,   0.000000,  -0.000000,  -0.276368,  -0.000000,  -0.000000,   25.0000,    0.6131
    8.500,     0.000,   0.881293,   0.041523,   0.007552,   0.049075,   0.000000,  -0.000000,  -0.287167,  -0.000000,  -0.000000,   25.0000,    0.6069
    9.000,     0.000,   0.920707,   0.045348,   0.007955,   0.053303,   0.000000,  -0.000000,  -0.297716,   0.000000,   0.000000,   25.0000,    0.6009
    9.500,     0.000,   0.959277,   0.049242,   0.008357,   0.057600,   0.000000,  -0.000000,  -0.307585,  -0.000000,  -0.000000,   25.0000,    0.5946
   10.000,     0.000,   0.997644,   0.053274,   0.008754,   0.062028,   0.000000,  -0.000000,  -0.317291,  -0.000000,  -0.000000,   25.0000,    0.5884
   10.500,     0.000,   1.036185,   0.057481,   0.009139,   0.066620,   0.000000,  -0.000000,  -0.327073,  -0.000000,  -0.000000,   25.0000,    0.5827
   11.000,     0.000,   1.074281,   0.061792,   0.009529,   0.071321,   0.000000,  -0.000000,  -0.336518,  -0.000000,  -0.000000,   25.0000,    0.5770
   11.500,     0.000,   1.112240,   0.066245,   0.009940,   0.076185,   0.000000,  -0.000000,  -0.345918,  -0.000000,  -0.000000,   25.0000,    0.5715
   12.000,     0.000,   1.150376,   0.070876,   0.010333,   0.081209,   0.000000,  -0.000000,  -0.355492,   0.000000,   0.000000,   25.0000,    0.5666
   12.500,     0.000,   1.188083,   0.075615,   0.010766,   0.086382,   0.000000,  -0.000000,  -0.364894,   0.000000,   0.000000,   25.0000,    0.5617
   13.000,     0.000,   1.225693,   0.080499,   0.011192,   0.091692,   0.000000,  -0.000000,  -0.374325,  -0.000000,  -0.000000,   25.0000,    0.5572
   13.500,     0.000,   1.262897,   0.085482,   0.011643,   0.097125,   0.000000,   0.000000,  -0.383561,  -0.000000,  -0.000000,   25.0000,    0.5527
   14.000,     0.000,   1.299514,   0.090541,   0.012124,   0.102665,   0.000000,   0.000000,  -0.392623,  -0.000000,  -0.000000,   25.0000,    0.5483
   14.500,     0.000,   1.335561,   0.095682,   0.012625,   0.108307,   0.000000,  -0.000000,  -0.401470,  -0.000000,  -0.000000,   25.0000,    0.5440
   15.000,     0.000,   1.371293,   0.100893,   0.013131,   0.114024,   0.000000,  -0.000000,  -0.410154,  -0.000000,  -0.000000,   25.0000,    0.5397
   15.500,     0.000,   1.405782,   0.106102,   0.013679,   0.119782,   0.000000,  -0.000000,  -0.418437,  -0.000000,  -0.000000,   25.0000,    0.5355
   16.000,     0.000,   1.438693,   0.111196,   0.014291,   0.125487,   0.000000,  -0.000000,  -0.426138,  -0.000000,  -0.000000,   25.0000,    0.5311
   16.500,     0.000,   1.470040,   0.116207,   0.014969,   0.131176,   0.000000,  -0.000000,  -0.433212,  -0.000000,  -0.000000,   25.0000,    0.5266
   17.000,     0.000,   1.499816,   0.121108,   0.015721,   0.136829,   0.000000,  -0.000000,  -0.439827,  -0.000000,  -0.000000,   25.0000,    0.5221
   17.500,     0.000,   1.529022,   0.126001,   0.016503,   0.142504,   0.000000,  -0.000000,  -0.446176,  -0.000000,  -0.000000,   25.0000,    0.5176
   18.000,     0.000,   1.556945,   0.130786,   0.017380,   0.148165,   0.000000,  -0.000000,  -0.452138,  -0.000000,  -0.000000,   25.0000,    0.5130


