xflr5 v6.62

Plane name :, AR6.00_TR0.82_TW4.00
Polar name :, T1-25.0 m/s-LLT
Freestream speed :, 25.0 m/s

alpha, Beta, CL, CDi, CDv, CD, CY, Cl, Cm, Cn, Cni, QInf, XCP
   -4.500,     0.000,  -0.335900,   0.007363,   0.006767,   0.014129,   0.000000,   0.000000,   0.031050,   0.000000,   0.000000,   25.0000,    0.1541
   -4.000,     0.000,  -0.294149,   0.005931,   0.006611,   0.012541,   0.000000,   0.000000,   0.020508,   0.000000,   0.000000,   25.0000,    0.1127
   -3.500,     0.000,  -0.253559,   0.004636,   0.006464,   0.011100,   0.000000,   0.000000,   0.010248,   0.000000,   0.000000,   25.0000,    0.0592
   -3.000,     0.000,  -0.212918,   0.003520,   0.006333,   0.009853,   0.000000,   0.000000,  -0.000045,   0.000000,   0.000000,   25.0000,   -0.0153
   -2.500,     0.000,  -0.172280,   0.002584,   0.006207,   0.008792,   0.000000,   0.000000,  -0.010344,   0.000000,   0.000000,   25.0000,   -0.1250
   -2.000,     0.000,  -0.131607,   0.001829,   0.006103,   0.007933,   0.000000,   0.000000,  -0.020661,   0.000000,   0.000000,   25.0000,   -0.3037
   -1.500,     0.000,  -0.090933,   0.001255,   0.005993,   0.007248,   0.000000,   0.000000,  -0.030992,   0.000000,   0.000000,   25.0000,   -0.6681
   -1.000,     0.000,  -0.050215,   0.000862,   0.005900,   0.006762,   0.000000,   0.000000,  -0.041346,   0.000000,   0.000000,   25.0000,   -1.5945
   -0.500,     0.000,  -0.009487,   0.000650,   0.005823,   0.006473,   0.000000,   0.000000,  -0.051712,   0.000000,   0.000000,   25.0000,  -10.5215
    0.000,     0.000,   0.031226,   0.000620,   0.005745,   0.006365,   0.000000,   0.000000,  -0.062079,   0.000000,   0.000000,   25.0000,    3.3034
    0.500,     0.000,   0.071951,   0.000771,   0.005671,   0.006442,   0.000000,  -0.000000,  -0.072461,   0.000000,   0.000000,   25.0000,    1.9261
    1.000,     0.000,   0.112699,   0.001104,   0.005611,   0.006715,   0.000000,  -0.000000,  -0.082856,   0.000000,   0.000000,   25.0000,    1.3102
    1.500,     0.000,   0.153427,   0.001618,   0.005551,   0.007169,   0.000000,  -0.000000,  -0.093249,   0.000000,   0.000000,   25.0000,    1.1090
    2.000,     0.000,   0.194066,   0.002311,   0.005479,   0.007790,   0.000000,  -0.000000,  -0.103611,   0.000000,   0.000000,   25.0000,    0.9688
    2.500,     0.000,   0.234653,   0.003184,   0.005399,   0.008583,   0.000000,  -0.000000,  -0.113952,   0.000000,   0.000000,   25.0000,    0.8791
    3.000,     0.000,   0.275202,   0.004237,   0.005318,   0.009555,   0.000000,  -0.000000,  -0.124276,   0.000000,  -0.000000,   25.0000,    0.8161
    3.500,     0.000,   0.315726,   0.005469,   0.005245,   0.010715,   0.000000,  -0.000000,  -0.134581,   0.000000,  -0.000000,   25.0000,    0.7693
    4.000,     0.000,   0.356148,   0.006877,   0.005191,   0.012068,   0.000000,  -0.000000,  -0.144826,   0.000000,   0.000000,   25.0000,    0.7330
    4.500,     0.000,   0.396434,   0.008457,   0.005148,   0.013606,   0.000000,  -0.000000,  -0.154980,   0.000000,   0.000000,   25.0000,    0.7039
    5.000,     0.000,   0.436470,   0.010203,   0.005125,   0.015328,   0.000000,  -0.000000,  -0.164980,   0.000000,   0.000000,   25.0000,    0.6798
    5.500,     0.000,   0.475999,   0.012098,   0.005141,   0.017240,   0.000000,  -0.000000,  -0.174685,   0.000000,   0.000000,   25.0000,    0.6593
    6.000,     0.000,   0.515088,   0.014142,   0.005202,   0.019344,   0.000000,  -0.000000,  -0.184122,   0.000000,   0.000000,   25.0000,    0.6414
    6.500,     0.000,   0.554456,   0.016375,   0.005311,   0.021687,   0.000000,  -0.000000,  -0.193738,   0.000000,   0.000000,   25.0000,    0.6263
    7.000,     0.000,   0.594385,   0.018824,   0.005488,   0.024312,   0.000000,  -0.000000,  -0.203729,   0.000000,   0.000000,   25.0000,    0.6136
    7.500,     0.000,   0.635983,   0.021557,   0.005715,   0.027272,   0.000000,  -0.000000,  -0.214699,   0.000000,   0.000000,   25.0000,    0.6036
    8.000,     0.000,   0.679093,   0.024577,   0.005994,   0.030571,   0.000000,  -0.000000,  -0.226546,   0.000000,   0.000000,   25.0000,    0.5957
    8.500,     0.000,   0.721417,   0.027748,   0.006310,   0.034058,   0.000000,  -0.000000,  -0.238000,   0.000000,  -0.000000,   25.0000,    0.5884
    9.000,     0.000,   0.762034,   0.030939,   0.006647,   0.037586,   0.000000,  -0.000000,  -0.248429,   0.000000,   0.000000,   25.0000,    0.5808
    9.500,     0.000,   0.800765,   0.034180,   0.006995,   0.041176,   0.000000,  -0.000000,  -0.257872,   0.000000,   0.000000,   25.0000,    0.5729
   10.000,     0.000,   0.839577,   0.037587,   0.007346,   0.044932,   0.000000,  -0.000000,  -0.267354,   0.000000,  -0.000000,   25.0000,    0.5657
   10.500,     0.000,   0.877453,   0.041093,   0.007707,   0.048800,   0.000000,  -0.000000,  -0.276387,  -0.000000,  -0.000000,   25.0000,    0.5588
   11.000,     0.000,   0.915648,   0.044785,   0.008066,   0.052850,   0.000000,  -0.000000,  -0.285599,   0.000000,   0.000000,   25.0000,    0.5524
   11.500,     0.000,   0.953379,   0.048587,   0.008438,   0.057024,   0.000000,  -0.000000,  -0.294589,   0.000000,   0.000000,   25.0000,    0.5463
   12.000,     0.000,   0.991404,   0.052585,   0.008806,   0.061391,   0.000000,  -0.000000,  -0.303761,   0.000000,   0.000000,   25.0000,    0.5408
   12.500,     0.000,   1.029018,   0.056684,   0.009185,   0.065869,   0.000000,  -0.000000,  -0.312718,   0.000000,   0.000000,   25.0000,    0.5354
   13.000,     0.000,   1.066337,   0.060927,   0.009579,   0.070507,   0.000000,  -0.000000,  -0.321577,   0.000000,   0.000000,   25.0000,    0.5303
   13.500,     0.000,   1.103667,   0.065318,   0.009971,   0.075289,   0.000000,  -0.000000,  -0.330441,  -0.000000,  -0.000000,   25.0000,    0.5255
   14.000,     0.000,   1.140774,   0.069837,   0.010383,   0.080220,   0.000000,  -0.000000,  -0.339228,  -0.000000,  -0.000000,   25.0000,    0.5208
   14.500,     0.000,   1.177603,   0.074463,   0.010805,   0.085268,   0.000000,  -0.000000,  -0.347875,   0.000000,   0.000000,   25.0000,    0.5163
   15.000,     0.000,   1.213562,   0.079132,   0.011270,   0.090402,   0.000000,  -0.000000,  -0.356117,   0.000000,   0.000000,   25.0000,    0.5117
   15.500,     0.000,   1.249500,   0.083958,   0.011710,   0.095668,   0.000000,  -0.000000,  -0.364389,   0.000000,   0.000000,   25.0000,    0.5074
   16.000,     0.000,   1.284877,   0.088834,   0.012188,   0.101022,   0.000000,   0.000000,  -0.372399,  -0.000000,  -0.000000,   25.0000,    0.5031
   16.500,     0.000,   1.319313,   0.093738,   0.012716,   0.106454,   0.000000,  -0.000000,  -0.379996,   0.000000,   0.000000,   25.0000,    0.4987
   17.000,     0.000,   1.352735,   0.098647,   0.013289,   0.111936,   0.000000,  -0.000000,  -0.387139,   0.000000,   0.000000,   25.0000,    0.4942
   17.500,     0.000,   1.385141,   0.103545,   0.013854,   0.117398,   0.000000,  -0.000000,  -0.393806,   0.000000,   0.000000,   25.0000,    0.4896
   18.000,     0.000,   1.415785,   0.108315,   0.014472,   0.122787,   0.000000,  -0.000000,  -0.399656,   0.000000,   0.000000,   25.0000,    0.4848
   18.500,     0.000,   1.445245,   0.113017,   0.015128,   0.128145,   0.000000,  -0.000000,  -0.405023,  -0.000000,  -0.000000,   25.0000,    0.4798
   19.000,     0.000,   1.473094,   0.117625,   0.015886,   0.133512,   0.000000,  -0.000000,  -0.409816,  -0.000000,  -0.000000,   25.0000,    0.4749
   19.500,     0.000,   1.499335,   0.122053,   0.016764,   0.138817,   0.000000,  -0.000000,  -0.414026,   0.000000,   0.000000,   25.0000,    0.4698


