xflr5 v6.62

Plane name :, AR6.00_TR0.65_TW2.00
Polar name :, T1-25.0 m/s-LLT
Freestream speed :, 25.0 m/s

alpha, Beta, CL, CDi, CDv, CD, CY, Cl, Cm, Cn, Cni, QInf, XCP
   -6.000,     0.000,  -0.388086,   0.008462,   0.007001,   0.015463,   0.000000,   0.000000,   0.045876,   0.000000,  -0.000000,   25.0000,    0.1968
   -5.500,     0.000,  -0.345867,   0.006869,   0.006809,   0.013678,   0.000000,   0.000000,   0.035026,   0.000000,  -0.000000,   25.0000,    0.1657
   -5.000,     0.000,  -0.304848,   0.005398,   0.006655,   0.012054,   0.000000,   0.000000,   0.024461,   0.000000,   0.000000,   25.0000,    0.1270
   -4.500,     0.000,  -0.263928,   0.004111,   0.006501,   0.010611,   0.000000,   0.000000,   0.013933,   0.000000,   0.000000,   25.0000,    0.0763
   -4.000,     0.000,  -0.222867,   0.003000,   0.006368,   0.009369,   0.000000,   0.000000,   0.003339,   0.000000,   0.000000,   25.0000,    0.0063
   -3.500,     0.000,  -0.181802,   0.002073,   0.006240,   0.008313,   0.000000,   0.000000,  -0.007268,   0.000000,   0.000000,   25.0000,   -0.0957
   -3.000,     0.000,  -0.140728,   0.001327,   0.006122,   0.007449,   0.000000,   0.000000,  -0.017885,   0.000000,   0.000000,   25.0000,   -0.2577
   -2.500,     0.000,  -0.099631,   0.000763,   0.006020,   0.006783,   0.000000,   0.000000,  -0.028518,   0.000000,   0.000000,   25.0000,   -0.5549
   -2.000,     0.000,  -0.058547,   0.000382,   0.005924,   0.006306,   0.000000,   0.000000,  -0.039153,   0.000000,   0.000000,   25.0000,   -1.2769
   -1.500,     0.000,  -0.017421,   0.000184,   0.005835,   0.006019,   0.000000,   0.000000,  -0.049816,   0.000000,   0.000000,   25.0000,   -4.7504
   -1.000,     0.000,   0.023723,   0.000168,   0.005755,   0.005924,   0.000000,   0.000000,  -0.060494,   0.000000,   0.000000,   25.0000,    4.9859
   -0.500,     0.000,   0.064870,   0.000336,   0.005685,   0.006020,   0.000000,  -0.000000,  -0.071181,   0.000000,   0.000000,   25.0000,    1.9881
    0.000,     0.000,   0.106036,   0.000686,   0.005623,   0.006310,   0.000000,  -0.000000,  -0.081882,   0.000000,   0.000000,   25.0000,    1.4194
    0.500,     0.000,   0.147174,   0.001220,   0.005561,   0.006781,   0.000000,  -0.000000,  -0.092578,   0.000000,   0.000000,   25.0000,    1.1494
    1.000,     0.000,   0.188311,   0.001936,   0.005508,   0.007444,   0.000000,  -0.000000,  -0.103275,   0.000000,   0.000000,   25.0000,    0.9991
    1.500,     0.000,   0.229389,   0.002834,   0.005438,   0.008272,   0.000000,  -0.000000,  -0.113957,   0.000000,  -0.000000,   25.0000,    0.9027
    2.000,     0.000,   0.270311,   0.003910,   0.005333,   0.009243,   0.000000,   0.000000,  -0.124578,   0.000000,   0.000000,   25.0000,    0.8358
    2.500,     0.000,   0.311187,   0.005165,   0.005245,   0.010410,   0.000000,  -0.000000,  -0.135169,   0.000000,   0.000000,   25.0000,    0.7863
    3.000,     0.000,   0.352069,   0.006602,   0.005176,   0.011778,   0.000000,  -0.000000,  -0.145750,   0.000000,   0.000000,   25.0000,    0.7483
    3.500,     0.000,   0.392970,   0.008220,   0.005119,   0.013339,   0.000000,  -0.000000,  -0.156324,   0.000000,   0.000000,   25.0000,    0.7179
    4.000,     0.000,   0.433678,   0.010010,   0.005086,   0.015095,   0.000000,  -0.000000,  -0.166780,   0.000000,  -0.000000,   25.0000,    0.6931
    4.500,     0.000,   0.474056,   0.011962,   0.005078,   0.017041,   0.000000,  -0.000000,  -0.177035,   0.000000,   0.000000,   25.0000,    0.6721
    5.000,     0.000,   0.513974,   0.014067,   0.005102,   0.019169,   0.000000,  -0.000000,  -0.187005,   0.000000,   0.000000,   25.0000,    0.6540
    5.500,     0.000,   0.553171,   0.016304,   0.005180,   0.021484,   0.000000,   0.000000,  -0.196543,   0.000000,  -0.000000,   25.0000,    0.6377
    6.000,     0.000,   0.592068,   0.018689,   0.005322,   0.024011,   0.000000,  -0.000000,  -0.205905,   0.000000,   0.000000,   25.0000,    0.6234
    6.500,     0.000,   0.632158,   0.021314,   0.005534,   0.026849,   0.000000,  -0.000000,  -0.216007,   0.000000,   0.000000,   25.0000,    0.6116
    7.000,     0.000,   0.673820,   0.024224,   0.005810,   0.030034,   0.000000,  -0.000000,  -0.227082,   0.000000,  -0.000000,   25.0000,    0.6024
    7.500,     0.000,   0.717945,   0.027499,   0.006138,   0.033636,   0.000000,  -0.000000,  -0.239625,   0.000000,   0.000000,   25.0000,    0.5959
    8.000,     0.000,   0.763575,   0.031116,   0.006501,   0.037617,   0.000000,  -0.000000,  -0.253122,   0.000000,   0.000000,   25.0000,    0.5911
    8.500,     0.000,   0.805908,   0.034687,   0.006879,   0.041566,   0.000000,  -0.000000,  -0.264662,   0.000000,   0.000000,   25.0000,    0.5848
    9.000,     0.000,   0.844388,   0.038095,   0.007257,   0.045352,   0.000000,  -0.000000,  -0.273972,  -0.000000,  -0.000000,   25.0000,    0.5770
    9.500,     0.000,   0.881749,   0.041577,   0.007630,   0.049207,   0.000000,  -0.000000,  -0.282684,   0.000000,   0.000000,   25.0000,    0.5692
   10.000,     0.000,   0.919320,   0.045222,   0.008015,   0.053237,   0.000000,  -0.000000,  -0.291567,  -0.000000,  -0.000000,   25.0000,    0.5621
   10.500,     0.000,   0.957163,   0.049051,   0.008395,   0.057446,   0.000000,  -0.000000,  -0.300651,   0.000000,  -0.000000,   25.0000,    0.5557
   11.000,     0.000,   0.995221,   0.053048,   0.008770,   0.061818,   0.000000,  -0.000000,  -0.309870,   0.000000,   0.000000,   25.0000,    0.5499
   11.500,     0.000,   1.033200,   0.057211,   0.009150,   0.066361,   0.000000,  -0.000000,  -0.319093,   0.000000,   0.000000,   25.0000,    0.5444
   12.000,     0.000,   1.071132,   0.061516,   0.009545,   0.071061,   0.000000,  -0.000000,  -0.328294,   0.000000,   0.000000,   25.0000,    0.5392
   12.500,     0.000,   1.108916,   0.065956,   0.009933,   0.075889,   0.000000,  -0.000000,  -0.337455,   0.000000,   0.000000,   25.0000,    0.5343
   13.000,     0.000,   1.146454,   0.070524,   0.010343,   0.080867,   0.000000,  -0.000000,  -0.346502,   0.000000,   0.000000,   25.0000,    0.5295
   13.500,     0.000,   1.183763,   0.075220,   0.010767,   0.085987,   0.000000,  -0.000000,  -0.355461,   0.000000,   0.000000,   25.0000,    0.5249
   14.000,     0.000,   1.221051,   0.080055,   0.011182,   0.091237,   0.000000,  -0.000000,  -0.364416,   0.000000,  -0.000000,   25.0000,    0.5206
   14.500,     0.000,   1.257536,   0.084964,   0.011654,   0.096619,   0.000000,  -0.000000,  -0.373017,   0.000000,   0.000000,   25.0000,    0.5162
